 	сафьян		сафья'нъ (окра'шенная то'нкая козло'вая и'ли бара'нья ко'жа)	 
 	сачканёт		сачканётъ	 
 	Саша		Са'ша, Са'шей, къ Са'шѣ	 
 	саше		саше' (мѣшо'чекъ; души'стыя поду'шечки, кладу'тся ме'жду бѣльёмъ)	 
 	Сашенька		Са'шенька	 
сб 	сбег		сбѣгъ	^
 	сбегать		сбѣга'ть	 
 	сбежать		сбѣжа'ть, сбѣжа'вшій	 
 	сбейте		сбе'йте	 
 	сберёг		сберёгъ	 
 	сберегательный		сберега'тельный	 
 	сберегать		сберега'ть	 
 	сберёгший		сберёгшій	 
 	сбережения		сбереже'нія, сбереже'ній	 
 	сбережённый		сбережённый (пpич.), но бережёный (пpил.)	 
 	сберечь		сбере'чь	 
 	сбитенщик		сби'тенщикъ	 
 	сбитень		сби'тень, зби'тень (стари'нный ру'сскій горя'чій напи'токъ изъ воды', мёда и пря'ностей)	 
 	сблёвывать		сблёвывать	 
 	сближение		сближе'ніе	 
 	сбоку		сбо'ку (наpѣч.), но съ бо'ку на' бокъ	 
 	сболтнёшь		сболтнёшь	 
 	сбор		сборъ, въ сбо'рѣ	 
 	сборённый		сборённый	 
 	сборище		сбо'рище	 
 	сборник		сбо'рникъ, въ сбо'рникѣ	 
 	сборничек		сбо'рничекъ	 
 	сборное		сбо'рное	 
 	сборные		сбо'рные (м. р.), сбо'рныя (ж. р. и ср. р.)	 
 	сбредёт		сбредётъ	 
 	сбреешь		сбре'ешь (сбрить)	 
 	сбрендить		сбре'ндить	 
 	сбрестись		сбрести'сь, сбреду'сь, сбредёшься	 
 	сбрехнёт		сбрехнётъ	 
 	сбрехнуть		сбрехну'ть	 
 	сброшенный		сбро'шенный	 
 	сбруя		сбру'я и збру'я, сбру'ей	 
 	сбудется		сбу'дется	 
 	с бухты-барахты		сбу'хты-бара'хты	 
св 	свадебка		сва'дебка, на сва'дебкѣ	^
 	свадебное		сва'дебное (по'дать со сва'дебъ)	 
 	свадебные		сва'дебные (м. р.), сва'дебныя (ж. р. и ср. р.)	 
 	свадебный		сва'дебный, сва'дебная, сва'дебнаго, сва'дебныхъ	 
 	свадьба		сва'дьба, на сва'дьбѣ	 
 	сваечка		сва'ечка	 
 	сваи		сва'и, сва'ей, сва'я, на сва'ѣ	 
 	сваленный		сва'ленный	 
 	свалка		сва'лка, на сва'лкѣ	 
 	Сваммердам		Сваммерда'мъ	 
 	Сванетия		Сване'тія	 
 	сварганенный		сварга'ненный, сварга'неннаго, сварга'ненное	 
 	сваренный		сва'ренный, сва'реннаго, сва'ренное	 
 	сватанье		сва'танье	 
 	Свеаборг		Свеа'боргъ	 
 	Сведенборг		Сведенбо'ргъ	 
 	сведать		свѣ'дать, свѣ'даетъ, свѣ'даете, свѣ'даемъ, свѣ'даешь, свѣ'даютъ	 
 	сведение		свѣ'дѣніе (о чёмъ-ли'бо), но сведе'ніе счето'въ	 
 	сведения		свѣ'дѣнія (о чёмъ-ли'бо), но изъ-за' сведе'нія счето'въ	 
 	сведённый		сведённый, сведённаго	 
 	сведёшь		сведёшь, сведёмъ, сведётъ, сведёте, сведу'тъ	 
 	Сведомский		Свѣдо'мскій	 
 	сведущий		свѣ'дущій, свѣ'дущаго (не свѣ'дующій)	 
 	свеж		свѣ'жъ, свѣжа', свѣжо', свѣжи'	 
 	свежайший		свѣжа'йшій, свѣжа'йшаго	 
 	свежак		свѣжа'къ	 
 	свежатина		свѣжа'тина	 
 	свежатинка		свѣжа'тинка	 
 	свежачка		свѣжачка'	 
 	свежачок		свѣжачо'къ	 
 	свежая		свѣ'жая, свѣ'жей	 
 	свежёванный		свѣжёванный	 
 	свежевать		свѣжева'ть	 
 	свежего		свѣ'жаго	 
 	свежее		свѣ'жее, свѣжѣ'е (бо'лѣе свѣ'жее)	 
 	свежеет		свѣжѣ'етъ	 
 	свежеиспечённый		свѣжеиспечённый	 
 	свежей		свѣ'жей (зе'лени), свѣжѣ'й (свѣжѣ'е)	 
 	свеженький		свѣ'женькій	 
 	свежеобтёсанный		свѣжеобтёсанный	 
 	свежеосаждённый		свѣжеосаждённый	 
 	свежепобелённый		свѣжепобѣлённый	 
 	свежесть		свѣ'жесть	 
 	свежеть		свѣжѣ'ть (станови'ться прохла'днымъ), не свѣжа'ть!; но свѣжи'ть (дѣ'лать прохла'днымъ)	 
 	свежёхонький		свѣжёхонькій	 
 	свежие		свѣ'жіе (м. р.), свѣ'жія (ж. р. и ср. р.)	 
 	свежий		свѣ'жій, свѣ'жаго, свѣ'жимъ, свѣ'жихъ, свѣ'жими	 
 	свежить		свѣжи'ть (дѣ'лать прохла'днымъ); но свѣжѣ'ть (станови'ться прохла'днымъ), не свѣжа'ть!	 
 	свежо		свѣжо'	 
 	свезение		свезе'ніе	 
 	свезённый		свезённый	 
 	свезёшь		свезёшь	 
 	свезти		свезти'	 
 	свёкла		свёкла (не свекла'!)	 
 	свекловичный		свеклови'чный	 
 	свекловица		свеклови'ца (са'харная свёкла)	 
 	свёкор		свёкоръ (не свёкръ!), но свёкра	 
 	свекровь		свекро'вь	 
 	свёл		свёлъ	 
 	Свенельд		Свѣ'нельдъ	 
 	Свента		Све'нта	 
 	Свенцяны		Свенця'ны	 
 	свербёж		свербёжъ	 
 	свербеть		свербѣ'ть	 
 	свергать		сверга'ть	 
 	свергнуть		све'ргнуть	 
 	Свердруп		Свердру'пъ	 
 	свержение		сверже'ніе	 
 	сверзить		све'рзить, све'ржу, све'рзишь (сверга'ть, сбро'сить вни'зъ)	 
 	сверзиться		све'рзиться, све'ржусь, све'рзишься (упа'сть отку'да-либо)	 
 	сверенного		свѣ'реннаго	 
 	сверенное		свѣ'ренное	 
 	сверенные		свѣ'ренные (м. р.), свѣ'ренныя (ж. р. и ср. р.)	 
 	сверенный		свѣ'ренный, свѣ'реннаго	 
 	сверить		свѣ'рить, свѣ'рю, свѣ'ришься	 
 	свериться		свѣ'риться, свѣ'рюсь	 
 	сверка		свѣ'рка, при свѣ'ркѣ, свѣ'ркой	 
 	сверкает		сверка'етъ, сверка'ть	 
 	сверкание		сверка'ніе	 
 	сверкнёт		сверкнётъ	 
 	сверление		сверле'ніе	 
 	сверлённый		сверлённый	 
 	сверлёный		сверлёный	 
 	сверлить		сверли'ть	 
 	сверло		сверло'	 
 	свернём		свернёмъ	 
 	свернёт		свернётъ	 
 	свернёте		свернёте	 
 	свернётесь		свернётесь	 
 	свернёшь		свернёшь	 
 	свернёшься		свернёшься	 
 	свернут		сверну'тъ	 
 	свернутся		сверну'тся	 
 	свернуть		сверну'ть	 
 	свернуться		сверну'ться	 
 	свёрнутые		свёрнутые (м. р.), свёрнутыя (ж. р. и ср. р.)	 
 	свёрнутый		свёрнутый	 
 	свёрстан		свёрстанъ	 
 	сверстать		сверста'ть	 
 	сверстник		све'рстникъ	 
 	свёрток		свёртокъ	 
 	свёртывание		свёртываніе	 
 	сверх		све'рхъ	 
 	сверхкраткий		сверхъ-кра'ткій	 
 	сверху		све'рху	 
 	сверхчувственный		сверхъчу'вственный	 
 	сверхъёмкий		сверхъёмкій	 
 	сверхъестественный		сверхъесте'ственный, сверхъесте'ственно, сверхъесте'ственное, сверхъесте'ственность	 
 	сверхъяркий		сверхъ-я'ркій	 
 	сверчок		сверчо'къ	 
 	свершается		сверша'ется	 
 	свершаться		сверша'ться	 
 	свершение		сверше'ніе, сверше'нія, сверше'ній, въ сверше'ніи	 
 	свершённый		свершённый, свершёнъ, свершена', свершено'	 
 	свершилось		сверши'лось	 
 	свершить		сверши'ть	 
 	свершиться		сверши'ться	 
 	сверяет		свѣря'етъ, свѣря'емъ, свѣря'ешь, свѣря'ютъ	 
 	сверяетесь		свѣря'етесь	 
 	сверяется		свѣря'ется, свѣря'емся, свѣря'ешься, свѣря'ются	 
 	сверять		свѣря'ть	 
 	сверяться		свѣря'ться, свѣря'ется	 
 	свесить		свѣ'сить	 
 	свести		свести', сведу'тъ, сведётъ	 
 	свет		свѣтъ, въ свѣ'тѣ	 
 	светает		свѣта'етъ	 
 	светать		свѣта'ть	 
 	светёлка		свѣтёлка, свѣтли'ца (осо'бая ко'мната въ до'мѣ съ такъ называ'емыми кра'сными о'кнами)	 
 	светец		свѣте'цъ (желѣ'зный зажи'мъ на деревя'нной но'жкѣ, въ кото'рый вставля'ется зажжённая лучи'на)	 
 	светик		свѣ'тикъ	 
 	светило		свѣти'ло (небе'сное тѣ'ло)	 
 	светильник		свѣти'льникъ	 
 	светильный		свѣти'льный газъ (получа'ется при сухо'й перего'нкѣ ка'меннаго у'гля, бу'раго у'гля, де'рева, то'рфа, нефтяны'хъ оста'тковъ и други'хъ веще'ствъ)	 
 	светить		свѣти'ть (освѣща'ть), но святи'ть (освяща'ть)	 
 	Светлана		Свѣтла'на	 
 	светлее		свѣтлѣ'е, свѣтлѣ'й	 
 	светлей		свѣтлѣ'й	 
 	светлейший		свѣтлѣ'йшій (ти'тулъ нѣ'которыхъ владѣ'тельныхъ осо'бъ)	 
 	светлеть		свѣтлѣ'ть	 
 	светлица		свѣтли'ца, свѣтёлка	 
 	светло		свѣтло' (я'сно), свѣ'тло	 
 	светлого		свѣ'тлаго	 
 	светлое		свѣ'тлое	 
 	светлоокий		свѣтлоо'кій	 
 	светлость		свѣ'тлость (ти'тулъ — ва'ша свѣ'тлость)	 
 	светлые		свѣ'тлые (м. р.), свѣ'тлыя (ж. р. и ср. р.)	 
 	светлый		свѣ'тлый, свѣ'тлаго	 
 	светляк		свѣтля'къ	 
 	Светляков		Свѣтляко'въ	 
 	светлячок		свѣтлячо'къ	 
 	светобоязнь		свѣтобоя'знь	 
 	светозарный		свѣтоза'рный	 
 	светолечение		свѣтолѣче'ніе	 
 	Светоний		Свето'ній	 
 	светоноски		свѣтоно'ски	 
 	светопись		свѣ'топись (фотогра'фія)	 
 	светопреставление		свѣтопреставле'ніе (иде'я о концѣ' ны'нѣшняго мі'ра, встрѣча'емая во мно'гихъ рели'гіяхъ)	 
 	светорассеяние		свѣторазсѣ'яніе (разложе'ніе со'лнечнаго свѣ'та на составны'е цвѣта')	 
 	светотень		свѣтотѣ'нь	 
 	светофор		свѣтофо'ръ, на свѣтофо'рѣ, свѣтофо'рное	 
 	светоч		свѣ'точъ	 
 	светские		свѣ'тскіе (м. р.), свѣ'тскія (ж. р. и ср. р.)	 
 	светский		свѣ'тскій, свѣ'тская	 
 	светского		свѣ'тскаго	 
 	светское		свѣ'тское	 
 	свеча		свѣча' (род. п. мн. ч. свѣче'й и свѣ'чъ), при свѣчѣ'	 
 	свечей		свѣче'й и свѣ'чъ	 
 	Свечин		Свѣ'чинъ	 
 	свечка		свѣ'чка, къ свѣ'чкѣ	 
 	свечной		свѣчно'й, свѣчно'го	 
 	свешенный		свѣ'шенный	 
 	свеять		свѣ'ять	 
 	свидетель		свидѣ'тель	 
 	свидетельство		свидѣ'тельство	 
 	свидетельствовать		свидѣ'тельствовать	 
 	свидеться		сви'дѣться	 
 	с виду		съ ви'ду	 
 	свилеватый		свилева'тый	 
 	Свинемюнде		Свинемю'нде	 
 	свинец		свине'цъ	 
 	свинокопчёности		свинокопчёности	 
 	свинченный		сви'нченный	 
 	свинья		свинья'	 
 	свинья свиньёй		свинья'-свиньёй	 
 	свиные		свины'е (м. р.), свины'я (ж. р. и ср. р.)	 
 	свирель		свирѣ'ль (наро'дный духово'й инструме'нтъ, изъ де'рева и'ли древе'сной коры')	 
 	свиреп		свирѣ'пъ, свирѣ'па, свирѣ'пы, свирѣ'по	 
 	свирепеет		свирѣпѣ'етъ (не свирипѣ'етъ!)	 
 	свирепеть		свирѣпѣ'ть	 
 	свирепо		свирѣ'по	 
 	свирепого		свирѣ'паго	 
 	свирепое		свирѣ'пое	 
 	свирепость		свирѣ'пость	 
 	свирепство		свирѣ'пство	 
 	свирепствовать		свирѣ'пствовать, свирѣ'пствуетъ	 
 	свирепые		свирѣ'пые (м. р.), свирѣ'пыя (ж. р. и ср. р.)	 
 	свирепый		свирѣ'пый, свирѣ'паго	 
 	свиристель		свиристе'ль	 
 	свиснуть		сви'снуть (отъ висѣ'ть), но сви'стнуть (отъ свистъ)	 
 	свистел		свистѣ'лъ, свистѣ'ла, свистѣ'ли, свистѣ'ло	 
 	свистелка		свистѣ'лка	 
 	свистеть		свистѣ'ть	 
 	свистнуть		сви'стнуть (отъ свистѣ'ть)	 
 	свита		сви'та, въ сви'тѣ	 
 	свитер		сви'теръ, въ сви'терѣ	 
 	свитие		сви'тіе	 
 	свихнёмся		свихнёмся	 
 	свищет		сви'щетъ	 
 	Свияга		Свія'га	 
 	Свияжск		Свія'жскъ	 
 	свобода		свобо'да, на свобо'дѣ	 
 	свободен		свобо'денъ	 
 	свободнее		свобо'днѣе	 
 	свободное		свобо'дное	 
 	свободнорождённый		свободнорождённый	 
 	свободные		свобо'дные (м. р.), свобо'дныя (ж. р. и ср. р.)	 
 	свободный		свобо'дный, свобо'днаго	 
 	свободолюбие		свободолю'біе	 
 	свободомыслие		свободомы'сліе	 
 	своё		своё, своего', свое'й, своему', своёмъ	 
 	своеволие		своево'ліе	 
 	своевременный		своевре'менный	 
 	своего		своего'	 
 	своей		свое'й	 
 	своекорыстный		своекоры'стный	 
 	своём		своёмъ	 
 	своему		своему'	 
 	своенравный		своенра'вный	 
 	своеобразное		своеобра'зное	 
 	своеобразный		своеобра'зный	 
 	своею		свое'ю	 
 	свой		свой, своё, своего', свое'й, своему', своёмъ	 
 	свойственник		сво'йственникъ	 
 	свойственный		сво'йственный	 
 	сволочённый		сволочённый	 
 	свороченный		своро'ченный	 
 	свояк		своя'къ (мужъ же'ниной сестры'; своя'ченица — же'нина сестра')	 
 	свояченица		своя'ченица и своя'чиница (же'нина сестра')	 
 	свысока		свысока'	 
 	свыше		свы'ше	 
 	связан		свя'занъ	 
 	связанный		свя'занный	 
 	связующий		связу'ющій	 
 	святейшество		святѣ'йшество (ти'тулъ правосла'вныхъ патріа'рховъ и святѣ'йшаго Сино'да)	 
 	святейшего		святѣ'йшаго	 
 	святейшее		святѣ'йшее	 
 	святейшие		святѣ'йшіе (м. р.), святѣ'йшія (ж. р. и ср. р.)	 
 	святейший		святѣ'йшій, святѣ'йшаго, святѣ'йшему	 
 	святилище		святи'лище	 
 	святитель		святи'тель	 
 	святить		святи'ть (освяща'ть), но свѣти'ть (освѣща'ть)	 
 	святого		свято'го, цepк. свята'го	 
 	Святогор		Святого'ръ	 
 	святой		свято'й, свято'го (цeрк. святы'й, свята'го)	 
 	Святополк		Святопо'лкъ	 
 	Святослав		Святосла'въ	 
 	святотатец		святота'тецъ, святота'тцемъ, о святота'тцѣ	 
 	Свято-Троицкая Лавра		Свя'то-Тро'ицкая Ла'вра	 
 	святошество		свято'шество	 
 	святцев		свя'тцевъ (р. п. отъ свя'тцы)	 
 	святые		святы'е (м. р.), святы'я (ж. р. и ср. р.)	 
 	святые места		святы'я мѣста'	 
 	свячённый		свячённый (пpич. oтъ святи'ть)	 
 	свячёный		свячёный, свячёнъ, свячена' (пpил. освящённый)	 
 	священие		свяще'ніе	 
 	священная		свяще'нная	 
 	священник		свяще'нникъ (въ правосла'вной це'ркви священнослужи'тель алтаря', рукополага'емый архіере'емъ и соверша'ющій литургі'ю и та'инства)	 
 	священнический		свяще'нническій	 
 	священнодействие		священнодѣ'йствіе	 
 	священного		свяще'ннаго	 
 	священное		свяще'нное	 
 	священномученик		священному'ченикъ	 
 	священноначалие		священнонача'ліе	 
 	священнописание		священнописа'ніе	 
 	священнослужение		священнослуже'ніе	 
 	священнослужитель		священнослужи'тель (духо'вное лицо', облечённое вла'стью соверше'нія священнодѣ'йствія и та'инствъ по обря'дамъ христіа'нскаго исповѣ'данія)	 
 	священнослужительский		священнослужи'тельскій	 
 	священные		свяще'нные (м. р.), свяще'нныя (ж. р. и ср. р.)	 
 	священный		свяще'нный, свяще'ннаго	 
 	священство		свяще'нство (та'инство, въ кото'ромъ че'резъ епи'скопское рукоположе'ніе, лицо' посвяща'ется на соверше'ніе богослуже'нія, та'инствъ и наставле'ніе люде'й въ вѣ'рѣ и благоче'стіи)	 
сг 	Сгерж		Сге'ржъ	^
 	сгибать		сгиба'ть, сгиба'етъ, сгиба'йте	 
 	сгибаться		сгиба'ться, сгиба'ется, сгиба'йтесь	 
 	сгибень		сги'бень (со'гнутая попола'мъ лепёшка съ незащи'панными края'ми)	 
 	сгинуть		сги'нуть, сги'немъ, сги'ньте, сги'нешь, сги'нетъ, сги'нете	 
 	сглаженный		сгла'женный	 
 	сглотнём		сглотнёмъ	 
 	сгниёт		сгніётъ	 
 	сгноённый		сгноённый	 
 	сговорённый		сговорённый	 
 	сгораемый		сгора'емый, сгора'емаго	 
 	сгорать		сгора'ть и сгара'ть	 
 	сгорел		сгорѣ'лъ	 
 	сгореть		сгорѣ'ть	 
 	сгоряча		сгоряча'	 
 	сгребать		сгреба'ть	 
 	сгребённый		сгребённый	 
 	сгрести		сгрести'	 
 	сгружённый		сгружённый	 
 	сгрызенный		сгры'зенный	 
 	сгрызёт		сгрызётъ	 
 	сгубленный		сгу'бленный	 
 	сгущение		сгуще'ніе	 
 	сгущёнка		сгущёнка	 
сд 	сдавленный		сда'вленный	^
 	сдать		сда'ть, сда'йте	 
 	сдаётся		сдаётся	 
 	сдаёшься		сдаёшься	 
