 	панибрат		панибра'тъ (ровня', коро'ткій дру'гъ, прія'тель, това'рищъ), за-панибра'та	 
 	паникадило		паникади'ло (большо'й многоя'русный свѣти'льникъ, вися'щій на цѣпя'хъ подъ ку'поломъ хра'ма)	 
 	паникёр		паникёръ, о паникёрѣ	 
 	паникёрша		паникёрша	 
 	паникёрский		паникёрскій	 
 	панихида		панихи'да (церко'вная слу'жба, соверша'емая надъ тѣ'ломъ уме'ршаго и въ годовщи'ну его' сме'рти и'ли рожде'нія), на панихи'дѣ	 
 	Панкратий		Панкра'тій	 
 	панкреатит		панкреати'тъ (воспале'ніе поджелу'дочной железы')	 
 	Паннония		Панно'нія	 
 	панорама		панора'ма	 
 	пансион		пансіо'нъ (воспита'тельное заведе'ніе), но пенсіо'нъ (пе'нсія)	 
 	Пансофий		Пансо'фій	 
 	панталык		панталы'къ, сбить съ панталы'ку (привести' въ замѣша'тельство, запу'тать; сбить съ пра'вильнаго пути'), сби'ться съ панталы'ку	 
 	пантеизм		пантеи'змъ (религіо'зныя и филосо'фскія уче'нія, разсма'тривающія приро'ду какъ воплоще'ніе божества')	 
 	Пантелеев		Пантеле'евъ	 
 	Пантелей		Пантеле'й, Пантеле'евъ	 
 	Пантелеймон		Пантелеймо'нъ	 
 	пантелизм		пантели'змъ	 
 	пантеон		пантео'нъ (мѣ'сто погребе'нія выдаю'щихся дѣ'ятелей; совоку'пность выдаю'щихся имёнъ, произведе'ній, фа'ктовъ)	 
 	пантера		панте'ра	 
 	пантомима		пантоми'ма (театра'льное представле'ніе бе'зъ сло'въ, въ кото'ромъ чу'вства и мы'сли дѣ'йствующихъ ли'цъ выража'ются же'стами, ми'микой)	 
 	Панхарий		Панха'рій	 
 	панцирь		па'нцырь	 
 	панъевропейский		панъевропе'йскій	 
 	панье		панье', фи'жмы (карка'съ изъ и'вовыхъ пру'тьевъ и'ли кито'ваго у'са для прида'нія пы'шности же'нской ю'бкѣ)	 
 	папа		па'па, къ па'пѣ, рaзг. папа'	 
 	папенька		па'пенька, къ па'пенькѣ	 
 	паперть		па'перть (кры'тая площа'дка пе'редъ вхо'домъ въ правосла'вную це'рковь)	 
 	папильотка		папильо'тка и папиліо'тка (бума'жка для накру'чиванія воло'съ при ихъ зави'вкѣ)	 
 	папоротник		па'поротникъ	 
 	Паппенгейм		Паппенге'ймъ	 
 	папье-маше		папье'-маше'	 
 	парабеллум		парабе'ллумъ (см. bellum)	 
 	параграф		пара'графъ	 
 	парад		пара'дъ, на пара'дѣ, при пара'дѣ, пара'децъ	 
 	пара-другая		па'ра-друга'я	 
 	параклет		паракле'тъ (человѣ'къ, кото'раго призыва'ютъ на по'мощь, для утѣше'нія)	 
 	Паралипоменон		Паралипомено'нъ	 
 	паралич		парали'чъ	 
 	параллелепипед		параллелопи'педъ	 
 	параллелограмм		параллелогра'мъ	 
 	параллельный		паралле'льный	 
 	параметр		пара'метръ	 
 	парапет		парапе'тъ	 
 	Параскева		Параске'ва	 
 	паратезис		парате'зисъ (фигу'ра рѣ'чи — вставно'е увѣдомле'ніе о како'мъ-ли'бо предме'тѣ и обѣща'ніе разсказа'ть о нёмъ въ друго'мъ мѣ'стѣ)	 
 	парафин		парафи'нъ	 
 	парафия		пара'фія (болѣ'зненное измѣне'ніе чу'вства осяза'нія и вообще' внѣ'шнихъ чу'вствъ)	 
 	Парацельс		Параце'льсъ	 
 	параша		пара'ша, на пара'шѣ	 
 	парашют		парашю'тъ (не парашу'тъ!), на парашю'тѣ	 
 	парашютист		парашю'тистъ (не парашу'тистъ!)	 
 	парез		паре'зъ (непо'лный парали'чъ)	 
 	паренёк		паренёкъ	 
 	парение		паре'ніе (полётъ)	 
 	парёнка		парёнка	 
 	паренный		па'ренный (пpич.)	 
 	парень		па'рень, о па'рнѣ	 
 	паренье		па'ренье (варка)	 
 	пареный		па'реный (пpил. про'ще па'реной рѣ'пы)	 
 	парикмахер		парикма'херъ	 
 	парикмахерская		парикма'херская	 
 	парикмахерский		парикма'херскій	 
 	паритет		парите'тъ (при'нципъ ра'венства и равнопра'вія сторо'нъ)	 
 	пария		па'рія (изго'й, отщепе'нецъ, отве'рженный; ка'ста па'ріевъ въ И'ндіи)	 
 	Паркер		Па'ркеръ	 
 	паркет		парке'тъ	 
 	паркетник		парке'тникъ	 
 	паркетчик		парке'тчикъ	 
 	парламент		парла'ментъ	 
 	парламентёр		парламентёръ	 
 	пармезан		пармеза'нъ (италья'нскій твёрдый сыръ)	 
 	Пармен		Парме'нъ	 
 	Пармён		Пармёнъ	 
 	Парменид		Пармени'дъ	 
 	Пармений		Парме'ній	 
 	Парнас		Парна'съ	 
 	Парнель		Парне'ль	 
 	паровоз		парово'зъ и парохо'дъ!	 
 	пародия		паро'дія	 
 	паром		паро'мъ и поро'мъ	 
 	пароход		парохо'дъ, на парохо'дѣ	 
 	Партенон		Партено'нъ	 
 	партер		парте'ръ, въ парте'рѣ	 
 	партиец		парті'ецъ (не парте'ецъ!)	 
 	партизан		партиза'нъ	 
 	партийного		парті'йнаго	 
 	партийное		парті'йное	 
 	партийные		парті'йные (м. р.), парті'йныя (ж. р. и ср. р.)	 
 	партийный		парті'йный, парті'йнаго	 
 	партикулярное		партикуля'рное (партикуля'рное пла'тье — шта'тская, нефо'рменная оде'жда)	 
 	партикулярные		партикуля'рные (м. р.), партикуля'рныя (ж. р. и ср. р.)	 
 	партикулярный		партикуля'рный (ча'стный, неофиціа'льный; шта'тская, нефо'рменная оде'жда), партикуля'рнаго	 
 	партия		па'ртія, въ па'ртіи, па'ртіей	 
 	партнёр		партнёръ, о партнёрѣ	 
 	партнёрами		партнёрами	 
 	партнёров		партнёровъ	 
 	партнёрские		партнёрскіе (м. р.), партнёрскія (ж. р. и ср. р.)	 
 	партнёрство		партнёрство	 
 	партнёрша		партнёрша	 
 	Парфе		Парфе'	 
 	Парфений		Парѳе'ній	 
 	Парфенон		Парѳено'нъ	 
 	Парфия		Па'рѳія	 
 	парфэ		парфэ'	 
 	парфюмерия		парфюме'рія	 
 	парфяне		парѳя'не	 
 	парцелляция		парцелля'ція	 
 	парциальный		парціа'льный (части'чный)	 
 	парцель		па'рцель (па'ртія това'ра)	 
 	парча		парча', въ парчѣ', мн. парче'й, тв. парчёй и парчо'й, парчево'й	 
 	парчовый		парчево'й (парча' — пло'тная шёлковая сло'жно-узо'рчатая тка'нь, за'тканная золоты'ми и'ли сере'бряными ни'тями)	 
 	парчой		парчёй и парчо'й, въ парчѣ', парчево'й	 
 	паршивец		парши'вецъ (плохо'й, дрянно'й человѣ'къ)	 
 	паршиветь		паршивѣ'ть	 
 	пасека		па'сѣка, на па'сѣкѣ	 
 	пасение		пасе'ніе	 
 	пасённый		пасённый	 
 	пасёт		пасётъ (пасти')	 
 	пасётесь		пасётесь	 
 	пасётся		пасётся, пасёмся, пасёшься	 
 	пасечник		па'сѣчникъ	 
 	паскудное		паску'дное	 
 	паскудство		паску'дство, въ паску'дствѣ своёмъ	 
 	паслён		паслёнъ	 
 	пасмурное		па'смурное, па'смурнаго	 
 	пасмурные		па'смурные (м. р.), па'смурныя (ж. р. и ср. р.)	 
 	пасовать		пасова'ть (признава'ть себя' безси'льнымъ, неспосо'бнымъ спра'виться съ чѣ'мъ-либо, отка'зываться отъ чего'-либо)	 
 	паспорт		па'спортъ, въ па'спортѣ	 
 	пассаж		пасса'жъ, въ пасса'жѣ (торго'вая галлере'я; сло'жный музыка'льный отры'вокъ; неожи'данный оборо'тъ дѣ'ла; ре'плика; отры'вокъ те'кста)	 
 	пассажир		пассажи'ръ, пассажи'рскій, пассажи'рскаго	 
 	пассаты		пасса'ты (усто'йчивые вѣ'тры въ тропи'ческихъ широ'тахъ)	 
 	пассивный		пасси'вный	 
 	пассия		па'ссія (предме'тъ любви', стра'сти; возлю'бленная)	 
 	пастбище		па'стбище	 
 	пастель		пасте'ль (мя'гкіе цвѣтны'е карандаши' безъ опра'вы; рису'нокъ таки'ми карандаша'ми)	 
 	Пастер		Пасте'ръ	 
 	пастеризация		пастериза'ція	 
 	пастернак		пастерна'къ (расте'ніе, ко'рень кото'раго употребля'ется какъ пря'ность)	 
 	пастила		пастила' и постила' (конди'терское издѣ'ліе изъ протёртыхъ и сва'ренныхъ съ са'харомъ фру'ктовъ)	 
 	пасторель		пасторе'ль (жа'нръ ли'рики трубаду'ровъ), но пастора'ль (идилли'ческое изображе'ніе пасту'шеской жи'зни)	 
 	пастушеский		пасту'шескій	 
 	пастьба		пастьба'	 
 	пастырь		па'стырь (свяще'нникъ, руководи'тель па'ствы), но па'сторъ (протеста'нтскій свяще'нникъ)	 
 	пасует		пасу'етъ, пасу'ете, пасу'емъ, пасу'ешь	 
 	Пасха		Па'сха, къ Па'схѣ	 
 	пасхальные		пасха'льные (м. р.), пасха'льныя (ж. р. и ср. р.)	 
 	пасхальный		пасха'льный, пасха'льнаго	 
 	пасшие		па'сшіе (м. р.), па'сшія (ж. р. и ср. р.)	 
 	пасший		па'сшій, па'сшаго	 
 	Патагония		Патаго'нія	 
 	Патапий		Пата'пій (Пота'пъ)	 
 	Патермуфий		Патерму'ѳій	 
 	патент		пате'нтъ, въ пате'нтѣ	 
 	патентованные		патенто'ванные (м. р.), патенто'ванныя (ж. р. и ср. р.)	 
 	патентованный		патенто'ванный, патенто'ваннаго	 
 	патентоведение		патентовѣ'дѣніе	 
 	патер		па'теръ (католи'ческій свяще'нникъ)	 
 	патерик		патери'къ (сбо'рникъ, содержа'щій житія' и изрече'нія святы'хъ о'тцевъ, мона'ховъ како'го-ли'бо монастыря')	 
 	патерица		патери'ца (архіере'йскій по'сохъ)	 
 	патетика		пате'тика	 
 	патетический		патети'ческій (напо'лненный па'ѳосомъ; стра'стный, взволно'ванный)	 
 	патефон		патефо'нъ (граммофо'нъ безъ ру'пора)	 
 	патио		па'тіо (вну'тренній дво'рикъ испа'нскаго до'ма)	 
 	патогенез		патогене'зъ (послѣ'довательность возникнове'нія и разви'тія болѣ'зни)	 
 	патока		па'тока (концентри'рованный раство'ръ сахари'стыхъ веще'ствъ)	 
 	патология		патоло'гія (нау'ка о болѣ'зненныхъ проце'ссахъ въ органи'змѣ)	 
 	патриарх		патріа'рхъ (духо'вное лицо', облада'ющее вы'сшей церко'вной вла'стью)	 
 	патриархальный		патріарха'льный (вѣ'рный ста'рымъ тради'ціямъ; просто'й, безыску'сственный)	 
 	патриархат		патріарха'тъ (пері'одъ первобы'тнаго родово'го о'бщества, характеризу'ющійся госпо'дствомъ мужчи'ны въ хозя'йствѣ, о'бществѣ, семьѣ')	 
 	патриархия		патріа'рхія и патріархі'я	 
 	патриаршество		патріа'ршество (систе'ма церко'внаго управле'нія съ патріа'рхомъ во главѣ'; пребыва'ніе въ са'нѣ патріа'рха)	 
 	Патрикей		Патрике'й и Патри'кій	 
 	патриотизм		патріоти'змъ	 
 	патронесса		патроне'сса (покрови'тельница благотвори'тельнаго учрежде'нія)	 
 	патронташ		патронта'шъ	 
 	патрулём		патрулёмъ	 
 	патруль		патру'ль, въ патрулѣ'	 
 	пауперизм		паупери'змъ (нищета' трудя'щихся въ усло'віяхъ о'бщества, осно'ваннаго на эксплуата'ціи)	 
 	Пафлагония		Пафлаго'нія	 
 	Пафнутий		Пафну'тій	 
 	пафос		па'ѳосъ (воодушевле'ніе, энтузіа'змъ)	 
 	пахитоска		пахито'ска, пахито'са (то'нкая папиро'са, въ кото'рой вмѣ'сто то'нкой бума'ги испо'льзуется ли'стъ, покрыва'ющій кукуру'зный поча'токъ)	 
 	пахнет		па'хнетъ (издаётъ за'пахъ)	 
 	пахнёт		пахнётъ (повѣ'етъ)	 
 	пахнущего		па'хнущаго	 
 	пахнущее		па'хнущее	 
 	пахнущей		па'хнущей	 
 	пахнущие		па'хнущіе (м. р.), па'хнущія (ж. р. и ср. р.)	 
 	пахнущий		па'хнущій, па'хнущаго	 
 	Пахомий		Пахо'мій (Пахо'мъ)	 
 	пахота		па'хота, на па'хотѣ	 
 	пацан		паца'нъ, (не потса'нъ :)	 
 	пацанёнок		пацанёнокъ	 
 	пацаньё		пацаньё	 
 	пациент		паціе'нтъ, (не поціе'нтъ :)	 
 	паче		па'че (бо'льше), па'че ча'янія (неожи'данно) — уcтap., тѣмъ па'че (тѣмъ бо'лѣе)	 
 	пачек		па'чекъ	 
 	пачка		па'чка, па'чечка, па'чекъ, въ па'чкѣ	 
 	пачкотнёй		пачкотнёй	 
 	пашем		па'шемъ (отъ паха'ть)	 
 	пашенка		па'шенка (отъ па'шня)	 
 	Пашенька		Па'шенька	 
 	пашет		па'шетъ (отъ паха'ть)	 
 	пашешь		па'шешь (отъ паха'ть)	 
 	паштет		паште'тъ	 
 	пащенок		па'щенокъ (молокосо'съ; щено'къ)	 
 	паять		пая'ть, пая'ютъ	 
 	паяц		пая'цъ (кло'унъ, шу'тъ)	 
пе 	пеан		пеа'нъ (дре'вне-гре'ческій ги'мнъ въ че'сть бо'га и'ли по слу'чаю войны')	^
 	Певень		Пѣве'нь	 
 	певец		пѣве'цъ, пѣвца', о пѣвцѣ', пѣвцо'въ	 
 	певица		пѣви'ца, о пѣви'цѣ, пѣви'цей	 
 	певун		пѣву'нъ	 
 	певунья		пѣву'нья, пѣву'ній, пѣву'ньямъ	 
 	певуче		пѣву'че	 
 	певучее		пѣву'чее	 
 	певучесть		пѣву'честь	 
 	певучий		пѣву'чій, пѣву'чаго	 
 	певцов		пѣвцо'въ	 
 	певчая		пѣ'вчая (пѣви'ца же'нскаго церко'внаго хо'ра), пѣ'вчая пти'ца	 
 	певческий		пѣ'вческій, пѣ'вческаго	 
 	певчие		пѣ'вчіе (пѣвцы' мужско'го церко'внаго хо'ра), пѣ'вчія (пѣви'цы же'нскаго церко'внаго хо'ра)	 
 	певчие		пѣ'вчіе (м. р. — пѣ'вчіе рожки'), пѣ'вчія (ж. р. и ср. р. — пѣ'вчія пти'цы)	 
 	певчий		пѣ'вчій (пѣве'цъ мужско'го церко'внаго хо'ра), пѣ'вчій дро'здъ	 
 	певшего		пѣ'вшаго	 
 	певший		пѣ'вшій	 
 	Пегас		Пега'съ	 
 	пегий		пѣ'гій (ма'сть живо'тнаго съ бѣ'лыми пя'тнами на тёмномъ и'ли ры'жемъ фо'нѣ)	 
 	педагог		педаго'гъ	 
 	педагогический		педагоги'ческій	 
 	педаль		педа'ль	 
 	педант		педа'нтъ	 
 	педантизм		педанти'змъ (изли'шній формали'змъ, ме'лочная то'чность)	 
 	педель		пе'дель (надзира'тель за студе'нтами въ вы'сшихъ уче'бныхъ заведе'ніяхъ)	 
 	педераст		педера'стъ	 
 	педерастия		педера'стія	 
 	педиатрия		педіатрі'я	 
 	педикулёз		педикулёзъ (вши'вость)	 
 	Педро		Пе'дро	 
 	пей		пе'й	 
 	пейзаж		пейза'жъ	 
 	пейзанский		пейза'нскій (дереве'нскій; слаща'во-идилли'ческое пейза'нское воспрія'тіе дере'вни)	 
 	Пейпус		Пе'йпусъ	 
 	пейсы		пе'йсы (дли'нныя, доходя'щія до пле'чъ пря'ди воло'съ съ виско'въ у вѣ'рующихъ евре'евъ)	 
 	Пейхо		Пе'йхо	 
 	пек		пе'къ (мѣ'ра)	 
 	пёк		пёкъ (испека'лъ)	 
 	пекари		пе'кари (живо'тныя)	 
 	пекарь		пе'карь (хлѣбопёкъ)	 
 	Пекин		Пеки'нъ	 
 	пекла		пекла' (пе'чь)	 
 	пеклась		пекла'сь	 
 	пеклеванный		пеклева'нный (хлѣ'бъ изъ ме'лко размо'лотой и просѣ'янной муки')	 
 	пеклёванный		пеклёванный (пpич.)	 
 	пеклись		пекли'сь	 
 	пекло		пе'кло, въ пе'клѣ (адъ; си'льный зно'й, жара')	 
 	пеклось		пекло'сь	 
 	пёкся		пёкся	 
 	пектин		пекти'нъ	 
 	пеку		пеку'	 
 	пекусь		пеку'сь (испека'ться; забо'титься)	 
 	пёкшийся		пёкшійся	 
 	пел		пѣлъ, пѣ'ла, пѣ'ли	 
 	Пелагея		Пелаге'я	 
 	пеларгония		пеларго'нія (расте'ніе семе'йства гера'ніевыхъ)	 
 	Пелевские		Пеле'вскіе (острова')	 
 	Пелей		Пеле'й	 
 	пелена		пелена'	 
 	пеленать		пелена'ть	 
 	пелёнатый		пелёнатый	 
 	пеленг		пе'ленгъ	 
 	пеленгатор		пеленга'торъ	 
 	пелёнка		пелёнка	 
 	пелёночка		пелёночка	 
 	пелерина		пелери'на (коро'ткая, не доходя'щая до по'яса наки'дка; воротни'къ въ ви'дѣ тако'й наки'дки)	 
 	пеликан		пелика'нъ, пелека'нъ	 
 	Пелиссье		Пелиссье'	 
 	Пелий		Пе'лій	 
 	Пелион		Пеліо'нъ	 
 	пеллагра		пелла'гра (болѣ'знь, вызыва'емая недоста'ткомъ въ органи'змѣ никоти'новой кислоты' и нѣ'которыхъ други'хъ витами'новъ и поража'ющая ко'жу, сли'зистыя оболо'чки, не'рвную систе'му)	 
 	Пеллегрини		Пеллегри'ни	 
 	пелопий		пело'пій	 
 	Пелопоннес		Пелопонне'съ	 
 	пелота		пело'та (націона'льная ба'скская игра' съ мячо'мъ и раке'тками-перча'тками)	 
 	пель-компас		пель-ко'мпасъ (ко'мпасъ съ пеленга'торомъ)	 
 	пельмени		пельме'ни, пельме'нь	 
 	пельменница		пельме'нница	 
 	пельмень		пельме'нь, пельме'ни	 
 	пельта		пе'льта (лёгкій ко'жаный и'ли деревя'нный щи'тъ, испо'льзовавшійся гре'ческими пельта'стами)	 
 	пельтасты		пельта'сты (разнови'дность лёгкой пѣхо'ты въ Дре'вней Гре'ціи)	 
 	пелядь		пе'лядь (промысло'вая ры'ба ро'да сиго'въ)	 
 	пемза		пе'мза (гу'бчато-ноздрева'тая, лёгкая вулкани'ческая го'рная поро'да)	 
 	пеммикан		пеммика'нъ (брике'ты изъ сушёнаго и растёртаго въ порошо'къ оле'ньяго и'ли бизо'ньяго мя'са, смѣ'шаннаго съ жи'ромъ и со'комъ ки'слыхъ я'годъ)	 
 	пена		пѣ'на, въ пѣ'нѣ	 
 	пенал		пена'лъ, въ пена'лѣ	 
 	пенаты		пена'ты (шyтл. родно'й до'мъ, дома'шній оча'гъ), родны'е пена'ты, мн. пена'товъ	 
 	Пенджаб		Пенджа'бъ	 
 	пенёк		пенёкъ, на пенькѣ', пенько'вый но пе'ньковый (пе'нька)	 
 	пенёчек		пенёчекъ, на пенёчкѣ	 
 	Пенелопа		Пенело'па	 
 	Пенза		Пе'нза	 
 	пензенский		пе'нзенскій	 
 	пени		пе'ня (штра'фъ за неупла'ту въ срокъ)	 
 	пение		пѣ'ніе	 
 	пенис		пе'нисъ	 
 	пенистого		пѣ'нистаго	 
 	пенистое		пѣ'нистое	 
 	пенистые		пѣ'нистые (м. р.), пѣ'нистыя (ж. р. и ср. р.)	 
 	пенистый		пѣ'нистый, пѣ'нистаго	 
 	пенитенциарная		пенитенціа'рная (о систе'мѣ исправи'тельныхъ учрежде'ній тюре'мнаго ти'па)	 
 	пенится		пѣ'нится	 
 	пенка		пѣ'нка	 
 	Пенкин		Пе'нкинъ	 
 	пенни		пе'нни (англі'йская и фи'нская моне'та)	 
 	пенник		пѣ'нникъ (крѣ'пкое хлѣ'бное вино')	 
 	пенного		пѣ'ннаго	 
 	пенное		пѣ'нное	 
 	пенные		пѣ'нные (м. р.), пѣ'нныя (ж. р. и ср. р.)	 
 	пенный		пѣ'нный, пѣ'ннаго	 
 	пеночка		пѣ'ночка	 
 	пенс		пе'нсъ (англі'йская моне'та)	 
 	Пенсильвания		Пенсильва'нія	 
 	пенсион		пенсіо'нъ (пе'нсія), но пансіо'нъ (воспита'тельное заведе'ніе)	 
 	пенсионер		пенсіоне'ръ	 
 	пенсия		пе'нсія, на пе'нсіи, пе'нсіей	 
 	пенсне		пенсне', пенснэ' (очки' бе'зъ зау'шныхъ ду'жекъ, держа'щіеся при по'мощи зажима'ющей перено'сицу пружи'ны), въ пенсне', въ пенснэ'	 
 	пентаграмма		пентагра'мма (маги'ческій знакъ)	 
 	Пентефрий		Пенте'фрій	 
 	пентюх		пе'нтюхъ и пе'ндюхъ (неповоро'тливый, неуклю'жій, ме'дленно сообража'ющій, непоня'тливый человѣ'къ)	 
 	пень		пе'нь, на пнѣ, пне'й, пнёмъ	 
 	пенье		пѣ'нье, пѣ'ніе	 
 	пенька		пе'нька, пе'ньковый, въ пе'нькѣ	 
 	пеньки		пеньки' (пенёкъ), пе'ньки (пе'нька)	 
 	пеньковая		пе'ньковая (пе'нька), пенько'вая (пенёкъ)	 
 	пеньюар		пеньюа'ръ и пенюа'ръ (у'тренній же'нскій капо'тъ изъ лёгкой тка'ни; наки'дка въ парикма'херской)	 
 	пеня		пе'ня (упрёкъ — пеня'ть и штра'фъ за неупла'ту въ срокъ)	 
 	пенязь		пе'нязь (дре'вне-ру'сская сере'бряная моне'та), р. п. пе'нязя	 
 	пенять		пеня'ть	 
 	пеон		пео'нъ (стихотво'рный размѣ'ръ; батра'къ въ Лати'нской Аме'рикѣ)	 
 	пепел		пе'пелъ, въ пе'плѣ, изъ пе'пла	 
 	пепелить		пепели'ть, пепеля'тъ	 
 	пепелище		пепели'ще, на пепели'щѣ	 
 	пепельница		пе'пельница, въ пе'пельницѣ	 
 	пепельный		пе'пельный, пе'пельнаго	 
 	пепермент		пе'перментъ (сре'дство отъ ка'шля на осно'вѣ мя'ты пе'речной)	 
 	пепиньерка		пепинье'рка (институ'тка, оста'вленная по'слѣ оконча'нія ку'рса при институ'тѣ для педагоги'ческой пра'ктики)	 
 	пеплос		пепло'съ, пеплу'мъ (ве'рхняя оде'жда дре'внихъ греча'нокъ и ри'млянокъ изъ лёгкой тка'ни въ скла'дкахъ безъ рукаво'въ)	 
 	пепсин		пепси'нъ	 
 	пептон		пепто'нъ	 
 	Пера		Пе'ра	 
 	первач		перва'чъ (самого'нъ, полу'ченный въ са'момъ нача'лѣ перего'нки, поэ'тому о'чень крѣ'пкій)	 
 	первее		первѣ'е	 
 	первейший		первѣ'йшій	 
 	первенец		пе'рвенецъ, о пе'рвенцѣ, пе'рвенцемъ	 
 	первенство		пе'рвенство, на пе'рвенствѣ	 
 	первичный		перви'чный, перви'чнаго	 
 	первоапрельские		первоапрѣ'льскіе (м. р.), первоапрѣ'льскія (ж. р. и ср. р.)	 
 	первоапрельский		первоапрѣ'льскій, первоапрѣ'льскаго, первоапрѣ'льское	 
 	первобытного		первобы'тнаго	 
 	первобытное		первобы'тное	 
 	первобытные		первобы'тные (м. р.), первобы'тныя (ж. р. и ср. р.)	 
 	первобытный		первобы'тный, первобы'тнаго	 
 	первого		пе'рваго	 
 	первое		пе'рвое апрѣ'ля	 
 	первозванный		первозва'нный (при'званный пре'жде други'хъ къ апо'стольскому служе'нію)	 
 	Первозванный		Андре'й Первозва'нный (свято'й апо'столъ)	 
 	первоклассный		первокла'ссный	 
 	перво-наперво		пе'рво-на'перво (пре'жде всего')	 
 	первоначально		первонача'льно	 
 	первопечатник		первопеча'тникъ	 
 	первопрестольная		первопресто'льная (о Москвѣ')	 
 	первопрестольный		первопресто'льный (явля'ющійся старѣ'йшей столи'цей)	 
 	первопричина		первопричи'на	 
